Year,State,stateid,statepop,"Residents in State, County, and City Mental Hospitals",Resident all Mental Institutions,All Patients (Resident and on Parole) in All Mental Institutions,Homicide Count,Prisoners,Jailpop,Executions,Real Per Cap Income,Age Percent 15 to 19,Age Percent 20 to 24,Nonwhite,r_black,r_urban
1974,MT,27,736000,1057,1057,1057,42,336,345.5,0,108.600410461426,9.84620124101638,8.17686662077906,4.78427186608315,.274562478065491,53.2185134887695
1974,NE,28,1539000,698,712,712,61,1040,470.5,0,110.527381896973,9.62722226977348,8.29587444663047,3.86585593223572,2.83909153938293,62.060863494873
1974,NV,29,597000,332,366,366,87,801,833.5,0,131.663284301758,8.81662309169769,8.5459440946579,8.7353527545929,5.98558282852173,82.6162567138672
1974,NH,30,816000,1304,2091,2091,25,219,351.5,0,106.83570098877,9.09258812665939,8.46381723880769,.742604956030846,.417626649141312,54.6680450439453
1974,NJ,31,7332000,10479,13308,13308,468,5219,4154.5,0,133.184585571289,8.73354941606521,7.45275452733041,12.581005692482,11.4663763046265,88.9347839355469
1974,NM,32,1131000,361,1128,1128,137,902,877.5,0,92.3529434204102,10.1216045022011,8.59198123216629,10.5150975286961,1.91670227050781,70.6853942871094
1974,NY,33,18050000,39882,55842,55842,1882,14329,14167.5,0,131.338745117188,8.73857915401459,7.80612215399743,14.2338022589684,12.6066265106201,85.1685180664062
1974,NC,34,5471000,5097,7797,7797,736,10932,2689,0,95.9432067871094,9.9240028858185,9.25845041871069,23.6983314156532,22.258487701416,46.1645050048828
1974,ND,35,635000,609,873,873,12,129,417,0,124.016227722168,9.92151662707329,8.87315258383756,3.32546792924404,.377941995859146,45.9841804504395
1974,OH,36,10766000,11425,16821,16821,952,9326,5692.5,0,116.044624328613,9.36863452196121,8.32374438643453,9.93517264723778,9.45082664489746,74.5185546875
1974,OK,37,2735000,2464,3231,3231,260,2896,1959,0,100.953346252441,9.28691655397414,8.53448212146759,11.7941729724407,6.74356985092163,67.7062759399414
1974,OR,38,2285000,1294,2157,2157,121,1993,1679.5,0,115.699798583984,9.20584335923196,8.15863490104678,3.22850123047829,1.30779433250427,67.4019393920898
1974,PA,39,11871000,17111,26855,26855,848,6732,6653.5,0,115.476676940918,9.15664583444595,7.82392784953116,9.21544805169106,8.70075511932373,70.5782318115234
1974,RI,40,951000,1736,2011,2011,33,435,,0,109.391479492188,9.43939805030823,9.0384815633297,3.65151800215244,2.76162958145142,86.909912109375
1974,SC,41,2845000,4695,5243,5243,475,4318,2821.5,0,90.2636947631836,10.4227711260319,9.39324051141739,30.8886289596558,30.4298095703125,50.1694984436035
1974,SD,42,680000,718,1180,1180,19,250,291.5,0,104.847869873047,9.96087357401848,7.98224925994875,5.99765032529831,.295954436063766,45.3385238647461
1974,TN,43,4214000,4562,7601,7601,601,3771,4087.5,0,94.9290084838867,9.43075478076935,8.44775140285492,16.203698515892,15.8159952163696,59.3957176208496
1974,TX,44,12269000,9000,12479,12479,1805,16833,10857.5,0,104.989860534668,9.53038662672043,8.99428740143775,13.3956283330917,12.302396774292,79.6542205810547
1974,UT,45,1200000,310,310,310,47,548,599,0,96.2474670410156,10.2235877513885,9.60854500532151,3.13542298972607,.643007159233093,81.9729995727539
1974,VT,46,473000,600,1182,1182,11,242,,0,98.3164291381836,9.75448772311211,8.63697111606601,.467414036393166,.213109359145164,32.8229713439941
1974,VA,47,4971000,7300,11100,11100,566,5032,3824,0,111.237327575684,9.48414862155914,9.46402251720428,19.6918845176697,18.6554470062256,64.2626800537109
1974,WA,48,3550000,1303,1898,1898,191,2989,2365,0,119.716026306152,9.34526264667512,9.07110929489137,5.43953701853752,2.27430629730225,72.9274978637695
1974,WV,49,1815000,3065,3089,3089,96,989,1080,0,90.0202865600586,9.52367737889293,7.83599019050598,3.91022898256779,3.63837933540344,37.8216285705566
1974,WI,50,4546000,1510,5267,5267,149,2587,1952,0,113.853958129883,9.79367718100548,8.26464980840678,4.12432625889778,3.29380416870117,65.197998046875
1974,WY,51,366000,303,600,600,22,269,220.5,0,124.766738891602,9.17768582701683,8.8292664289475,2.87645440548658,.797487795352936,61.4316825866699
1975,AL,1,3679000,2534,4548,4548,581,4420,4287.375,0,88.5687713623047,9.75120514631271,8.42722542583942,26.3670802116394,25.8986625671387,59.230770111084
1975,AK,2,376000,115,123,123,27,207,91.625,0,198.568771362305,8.89184176921844,11.8416503071785,21.7152088880539,3.22644186019897,56.306339263916
1975,AZ,3,2285000,673,753,753,231,2647,2366.375,0,103.066917419434,9.46380645036697,8.72868299484253,9.46949869394302,2.8726487159729,81.6143493652344
1975,AR,4,2160000,421,421,421,203,2162,1292.75,0,86.6914520263672,9.42503623664379,7.86431282758713,17.9408729076385,17.332592010498,50.796272277832
1975,CA,5,21538000,9373,19240,19240,2221,17296,26755.75,0,132.509292602539,9.03071500360966,9.2009786516428,12.9009947180748,7.34782361984253,91.0539779663086
1975,CO,6,2586000,1298,1859,1859,198,2039,1606,0,117.713752746582,9.47097279131413,9.64894108474255,4.99926172196865,3.25791883468628,79.5195617675781
1975,CT,7,3083000,3026,5177,5177,128,1849,,0,134.888473510742,9.05432254076004,7.99243748188019,7.14832171797752,6.47581958770752,78.0852584838867
1975,DE,8,587000,845,1285,1285,50,582,,0,125.315986633301,9.56482253968716,8.82560461759567,16.3168251514435,15.1975955963135,71.4849243164062
1975,FL,10,8518000,6392,9723,9723,1226,15315,9970.125,0,109.869888305664,8.37303623557091,7.63384886085987,15.5361250042915,14.5619239807129,82.389274597168
1975,GA,11,5064000,6507,6613,6613,881,10421,7696,0,95.8550186157227,9.60249565541744,9.02836322784424,26.7922043800354,26.3443050384521,61.3664512634277
1975,HI,12,886000,214,924,924,62,336,,0,137.713760375977,9.08512286841869,10.6866609305143,62.5158429145813,1.40030956268311,84.7577590942383
1975,ID,13,832000,216,223,223,43,580,500.375,0,103.345726013184,9.85369645059109,8.25418122112751,2.16167345643044,.299150764942169,54.0113105773926
1975,IL,14,11292000,7053,13806,13806,1053,7861,5609.625,0,130.315994262695,9.19233225286007,8.34793671965599,15.0923877954483,13.7467746734619,83.1861267089844
1975,IN,15,5366000,4581,8090,8090,438,3897,2540,0,108.420074462891,9.61640924215317,8.6102306842804,7.65641331672668,7.21559524536133,64.55810546875
1975,IA,16,2881000,1269,3219,3219,75,1786,674.125,0,115.594795227051,9.54308025538921,8.26670937240124,1.84960216283798,1.3047297000885,57.9085655212402
1975,KS,17,2281000,1475,2766,2766,124,1685,1036.25,0,115.315986633301,9.29884538054466,9.09457169473171,6.26588091254234,5.04380989074707,66.3480072021484
1975,KY,18,3468000,686,2449,2449,375,3246,2353,0,91.7286224365234,9.76231619715691,8.72099064290524,7.46621042490005,7.12312746047974,51.571159362793
1975,LA,19,3886000,2577,2986,2986,590,4758,4784.625,0,92.2676620483398,10.1478777825832,8.97289365530014,30.4000437259674,29.6279067993164,67.3241348266602
1975,ME,20,1072000,786,1332,1332,27,643,293.875,0,93.4758377075195,9.28379818797112,8.10919627547264,.707963015884161,.284238755702972,49.0854454040527
1975,MD,21,4139000,5244,9419,9419,463,6965,3254.875,0,128.122680664062,9.28703024983406,8.79466757178307,21.6734737157822,20.2655143737793,78.436149597168
1975,MA,22,5758000,5272,12381,12381,247,2242,2245.375,0,120.055763244629,9.2106856405735,8.79522524774075,4.48681153357029,3.47293829917908,84.1779937744141
1975,MI,23,9118000,5076,9134,9134,1145,10852,5751.5,0,117.211898803711,9.77869406342506,8.6573276668787,12.9276990890503,12.0513830184937,72.2651748657227
1975,MN,24,3933000,4064,5226,5226,125,1685,1501.625,0,115.669143676758,9.70944091677666,8.48691165447235,2.36850269138813,1.10994756221771,66.6249618530273
1975,MS,25,2399000,2826,3829,3829,351,2422,2130.375,0,78.1226806640625,10.4823496192694,8.28099139034748,36.5213096141815,35.9954719543457,45.9210586547852
1975,MO,26,4808000,3817,4104,4104,531,4371,2889.875,0,106.988845825195,9.28764529526234,8.2513339817524,11.004938185215,10.3571624755859,69.1018295288086
1975,MT,27,748000,904,904,904,38,429,340.125,0,107.843864440918,9.766935557127,8.38614962995052,4.91945333778858,.271157026290894,53.1585884094238
1975,NE,28,1543000,746,746,746,72,1251,382.375,0,114.832717895508,9.57423411309719,8.48649814724922,3.94502207636833,2.87546372413635,62.2057075500488
1975,NV,29,620000,264,289,289,83,848,853.125,0,130.910781860352,8.82327705621719,8.6893267929554,9.04900282621384,6.05048561096191,83.0760498046875
1975,NH,30,829000,1184,1921,1921,16,250,356.125,0,104.237922668457,9.11547914147377,8.5409551858902,.796218402683735,.420407295227051,54.2429161071777
1975,NJ,31,7338000,9467,12341,12341,482,5682,4084.125,0,131.171005249023,8.78731571137905,7.57823921740055,12.9178419709206,11.6485481262207,88.9505157470703
1975,NM,32,1160000,337,1094,1094,152,999,856.625,0,93.9405212402344,10.1062100380659,8.79254564642906,10.8309969305992,1.90423583984375,70.9280319213867
1975,NY,33,18003000,35804,50170,50170,1944,16071,13359.625,0,129.591079711914,8.79691205918789,7.9232282936573,14.5957618951797,12.7855834960938,85.0774917602539
1975,NC,34,5547000,4596,7251,7251,786,10993,2716.25,0,93.7918243408203,9.86379683017731,9.33866538107395,23.7878561019897,22.2861289978027,46.4694023132324
1975,ND,35,639000,592,862,862,11,173,481.75,0,118.271377563477,9.9152535200119,9.14875455200672,3.45768183469772,.391521364450455,46.4365348815918
1975,OH,36,10770000,9903,15580,15580,904,11421,5635.625,0,113.401489257812,9.35731828212738,8.47145542502403,10.0819483399391,9.5380334854126,74.320198059082
1975,OK,37,2775000,2239,2950,2950,286,3133,1895.25,0,102.17472076416,9.26056317985058,8.65384377539158,12.0582297444344,6.74911737442017,67.6340255737305
1975,OR,38,2330000,1183,1602,1602,126,2480,1727.625,0,115.055763244629,9.08425003290176,8.28570164740086,3.40886078774929,1.32403552532196,67.4861679077148
1975,PA,39,11906000,14002,21059,21059,830,5982,6591.875,0,114.944236755371,9.14406590163708,7.99165591597557,9.29416120052338,8.72146511077881,70.364143371582
1975,RI,40,943000,1597,1633,1633,36,408,,0,108.866172790527,9.46615897119045,9.06297080218792,3.79862822592258,2.79414200782776,86.9268646240234
1975,SC,41,2902000,4097,4352,4352,428,5600,2706.625,0,87.9368057250977,10.3759232908487,9.50158312916756,30.9406101703644,30.424373626709,50.8245697021484
1975,SD,42,681000,673,1035,1035,33,338,287.625,0,105.743492126465,9.9257655441761,8.24637375771999,6.20563551783562,.294867962598801,45.5245056152344
1975,TN,43,4276000,4292,5018,5018,586,4561,4203.875,0,93.3829040527344,9.41366218030453,8.5599921643734,16.2567302584648,15.8155870437622,59.5668601989746
1975,TX,44,12569000,7454,11189,11189,1732,18937,10891.875,0,106.821563720703,9.51450169086456,9.13542024791241,13.523006439209,12.2549486160278,79.6530456542969
1975,UT,45,1236000,296,300,300,36,657,618.25,0,96.2825317382812,10.0596979260445,9.7695529460907,3.26694995164871,.638508677482605,82.3765411376953
1975,VT,46,480000,489,1186,1186,8,244,,0,96.5985107421875,9.75306816399097,8.77146646380424,.531060667708516,.210206910967827,32.9950103759766
1975,VA,47,5047000,6473,6797,6797,607,5497,3926,0,110.799255371094,9.45587381720543,9.52163338661194,19.8563486337662,18.6912708282471,64.5521621704102
1975,WA,48,3621000,1266,1830,1830,206,3369,2387,0,121.654273986816,9.27644595503807,9.17407087981701,5.71084655821323,2.32281231880188,73.0228271484375
1975,WV,49,1842000,2869,2869,2869,118,1271,1076.5,0,92.4721221923828,9.41208973526955,7.97671712934971,3.90358418226242,3.58753848075867,37.5436668395996
1975,WI,50,4579000,1227,4174,4174,164,2992,1945.5,0,113.122680664062,9.80139821767807,8.47676955163479,4.29847538471222,3.3929455280304,65.0307769775391
1975,WY,51,382000,276,586,586,27,307,232.375,0,124.944236755371,9.10574197769165,9.15572717785835,2.9473565518856,.770956158638,61.6540603637695
1976,AL,1,3735000,2533,4177,4177,519,3033,4541.25,0,93.3567657470703,9.75867718458175,8.60529720783232,26.3448148965836,25.8344917297363,59.3928260803223
1976,AK,2,401000,101,157,157,53,494,75.75,0,213.093139648438,8.90155255794525,11.7278163135052,21.8139573931694,3.27767086029053,57.9306411743164
1976,AZ,3,2346000,630,773,773,210,2850,2411.25,0,106.695953369141,9.41128611564634,8.9171244204044,9.59212779998779,2.84999537467957,82.0611572265625
1976,AR,4,2170000,387,1159,1159,196,2503,1306.5,0,90.562385559082,9.4318188726902,7.94745415449141,17.8066849708557,17.1381645202637,50.9607238769531
1976,CA,5,21936000,8658,16555,16555,2266,21088,26572.5,0,137.521957397461,9.0121753513813,9.32048887014387,13.3936867117882,7.41535568237305,91.1024322509766
1976,CO,6,2632000,1000,1722,1722,188,2244,1631,0,121.089630126953,9.41759675741194,9.79278594255444,5.20183071494102,3.31221747398376,79.7402191162109
1976,CT,7,3083000,2905,4764,4764,104,3239,,0,138.541290283203,9.09924000501632,8.0989687144756,7.34391286969185,6.57705211639404,78.2339782714844
1976,DE,8,590000,721,1148,1148,45,953,,0,129.12126159668,9.61765944957733,8.98024916648863,16.5933176875114,15.3904008865356,71.3293533325195
1976,FL,10,8667000,5836,6766,6766,1009,17793,10081.75,0,111.933212280273,8.3646209537983,7.73677930235861,15.4846236109734,14.4055423736572,82.7634582519531
1976,GA,11,5133000,5551,5807,5807,798,11552,7890,0,99.9648513793945,9.60750937461853,9.08426925539971,26.9628196954727,26.4387969970703,61.573486328125
1976,HI,12,904000,176,210,210,57,488,,0,138.681900024414,9.03956279158593,10.70765376091,62.9985749721527,1.47257936000824,85.1119079589844
1976,ID,13,857000,209,209,209,43,695,513.25,0,106.994728088379,9.78162273764611,8.40404808521269,2.21559721976519,.302879929542542,54.0141334533691
1976,IL,14,11343000,6440,10707,10707,1240,10053,5666.75,0,133.971878051758,9.21668976545334,8.5263419151306,15.4379487037659,13.9290723800659,83.2076873779297
1976,IN,15,5389000,4270,7550,7550,353,4903,2511,0,114.235496520996,9.61730286478996,8.76693516969684,7.77701139450073,7.2843165397644,64.4880142211914
1976,IA,16,2903000,1145,3353,3353,68,1956,670.75,0,115.676620483398,9.55154880881309,8.46367731690405,1.92189253866673,1.33204734325409,58.0495719909668
1976,KS,17,2301000,1456,2456,2456,103,2086,1023.5,0,117.978904724121,9.26121190190314,9.24613162875172,6.41015842556953,5.10103797912598,66.4117431640625
1976,KY,18,3529000,1101,1952,1952,344,3657,2285,0,95.8172225952148,9.73138839006424,8.84567320346834,7.49699920415878,7.11341667175293,51.4290161132812
1976,LA,19,3951000,2335,2830,2830,543,4696,4933.75,0,97.6274108886719,10.1394517719746,9.16116908192635,30.4455012083054,29.5891551971436,67.5873107910156
1976,ME,20,1088000,673,1196,1196,26,615,304.25,0,100.210891723633,9.30807650089264,8.224264383316,.756406038999557,.280724346637726,48.7616882324219
1976,MD,21,4151000,4447,6171,6171,341,7912,3354.25,0,132.46044921875,9.33679431676864,8.87856036424637,22.3209694027901,20.7559261322021,78.8124694824219
1976,MA,22,5744000,4122,11517,11517,203,2695,2269.25,0,122.987693786621,9.25407662987709,8.93131196498871,4.66228239238262,3.54878830909729,84.1037673950195
1976,MI,23,9129000,4359,8190,8190,1081,12465,5744,0,124.639717102051,9.77053850889206,8.84067714214325,13.1887763738632,12.2301797866821,71.9602737426758
1976,MN,24,3965000,3646,4940,4940,107,1624,1506.75,0,118.066780090332,9.70449700951576,8.68316486477854,2.50041168183088,1.14801692962646,66.6709213256836
1976,MS,25,2430000,2615,3222,3222,312,2112,2229.25,0,83.3743362426758,10.4592557251453,8.45327153801918,36.3950788974762,35.8332710266113,46.201343536377
1976,MO,26,4839000,3399,3457,3457,449,4997,2876.25,0,110.878730773926,9.3096324801445,8.40056076645848,11.0944546759129,10.3764352798462,68.9076614379883
1976,MT,27,757000,668,668,668,37,558,334.75,0,108.804916381836,9.68766987323759,8.59543263912208,5.05463480949402,.267751544713974,53.0986595153809
1976,NE,28,1551000,556,649,649,44,1474,294.25,0,113.128295898438,9.5212459564209,8.67712184786793,4.02418784797192,2.91183590888977,62.3505516052246
1976,NV,29,647000,217,223,223,80,961,872.75,0,136.115982055664,8.82993102073669,8.8327094912529,9.36265289783478,6.1153883934021,83.5358352661133
1976,NH,30,845000,911,1110,1110,18,254,360.75,0,109.929695129395,9.13837015628815,8.61809313297273,.849831849336624,.42318794131279,53.8177833557129
1976,NJ,31,7340000,7634,11210,11210,366,6004,4013.75,0,135.395431518555,8.84108200669287,7.70372390747074,13.2546797394753,11.8307189941406,88.9662475585938
1976,NM,32,1189000,312,1144,1144,129,1352,835.75,0,97.0650253295898,10.0908155739307,8.99311006069183,11.1468970775604,1.8917692899704,71.1706695556641
1976,NY,33,17941000,32503,44538,44538,1922,17712,12551.75,0,131.318099975586,8.85524496436121,8.04033443331722,14.957720041275,12.964542388916,84.9864730834961
1976,NC,34,5608000,3980,6530,6530,686,13257,2743.5,0,98.0492095947266,9.80359077453614,9.41888034343719,23.8773807883263,22.3137722015381,46.774299621582
1976,ND,35,646000,585,800,800,12,198,546.5,0,108.664321899414,9.90899041295052,9.42435652017597,3.58989574015141,.405100673437119,46.8888893127441
1976,OH,36,10753000,8125,12969,12969,782,12525,5578.75,0,118.629173278809,9.34600204229355,8.61916646361349,10.2287232875824,9.62524127960205,74.1218414306641
1976,OK,37,2827000,2085,2824,2824,222,4141,1831.5,0,105.061508178711,9.234209805727,8.77320542931557,12.322286516428,6.75466585159302,67.5617599487305
1976,OR,38,2378000,1110,1550,1550,103,2859,1775.75,0,121.318099975586,8.96265670657161,8.41276839375498,3.58922034502029,1.34027659893036,67.5704040527344
1976,PA,39,11897000,13686,19150,19150,722,7590,6530.25,0,119.490333557129,9.1314859688282,8.15938398241993,9.37287509441376,8.74217510223389,70.1500473022461
1976,RI,40,946000,1346,1475,1475,27,652,,0,112.618629455566,9.49291989207268,9.08746004104615,3.94573882222176,2.82665467262268,86.9438095092773
1976,SC,41,2944000,3609,3800,3800,330,6988,2591.75,0,92.3725814819336,10.3290754556656,9.60992574691772,30.992591381073,30.4189357757568,51.4796447753906
1976,SD,42,686000,645,1028,1028,26,523,283.75,0,98.1722259521484,9.89065751433373,8.51049825549133,6.41362071037292,.293781459331512,45.7104873657227
1976,TN,43,4347000,3912,4676,4676,509,4837,4320.25,0,97.8558883666992,9.39656957983971,8.67223292589188,16.3097620010376,15.8151788711548,59.7380027770996
1976,TX,44,12904000,6455,8559,8559,1642,20717,10926.25,0,111.687164306641,9.49861675500869,9.27655309438702,13.6503830552101,12.2075004577637,79.6518783569336
1976,UT,45,1275000,315,315,315,61,820,637.5,0,101.230224609375,9.89580810070034,9.93056088685993,3.39847691357136,.634010255336761,82.7800827026367
1976,VT,46,485000,415,656,656,18,422,,0,100.913879394531,9.75164860486984,8.90596181154253,.594707252457738,.207304462790489,33.1670417785645
1976,VA,47,5122000,5996,6132,6132,496,6690,4028,0,115.114234924316,9.42759901285171,9.57924425601959,20.0208142399788,18.7270946502686,64.8416595458984
1976,WA,48,3694000,1225,1844,1844,179,3783,2409,0,126.080841064453,9.20762926340104,9.2770324647427,5.98215609788895,2.37131857872009,73.1181716918945
1976,WV,49,1880000,2651,2651,2651,132,1291,1073,0,96.1159896850586,9.30050209164621,8.11744406819344,3.89693975448608,3.53669738769531,37.2657012939453
1976,WI,50,4596000,932,4176,4176,153,3299,1939,0,117.328643798828,9.80911925435066,8.68888929486271,4.47262413799763,3.4920871257782,64.8635482788086
1976,WY,51,397000,271,543,543,27,340,244.25,0,126.959571838379,9.03379812836649,9.48218792676929,3.01825851202011,.74442446231842,61.8764419555664
1977,AL,1,3780000,2207,4143,4143,533,3472,4795.125,0,95.5940628051758,9.7661492228508,8.78336898982526,26.3225495815277,25.770320892334,59.5548934936523
1977,AK,2,403000,102,145,145,44,577,59.875,0,204.702972412109,8.91126334667206,11.6139823198318,21.912707388401,3.32890009880066,59.5549468994141
1977,AZ,3,2425000,613,760,760,244,2982,2456.125,0,109.323432922363,9.35876578092574,9.10556584596631,9.71475690603256,2.82734203338623,82.5079727172852
1977,AR,4,2209000,608,1193,1193,188,2466,1320.25,0,93.3168334960938,9.43860150873661,8.03059548139571,17.6724955439568,16.9437370300293,51.1251792907715
1977,CA,5,22352000,7475,16171,16171,2559,19623,26389.25,0,141.419143676758,8.99363569915295,9.43999908864499,13.8863772153854,7.48288726806641,91.1508941650391
1977,CO,6,2696000,1156,1661,1661,190,2317,1656,0,124.521453857422,9.36422072350977,9.93663080036638,5.4043997079134,3.36651587486267,79.9608764648438
1977,CT,7,3086000,2753,4567,4567,136,2965,,0,143.448852539062,9.14415746927261,8.20549994707105,7.53950327634811,6.67828464508057,78.3826904296875
1977,DE,8,592000,683,1150,1150,37,1021,,0,130.280532836914,9.67049635946751,9.13489371538163,16.8698102235794,15.5832052230835,71.1737823486328
1977,FL,10,8856000,6038,6771,6771,931,18713,10193.375,0,115.21452331543,8.35620567202568,7.83970974385739,15.4331237077713,14.2491607666016,83.1376419067383
1977,GA,11,5220000,4998,5112,5112,745,11658,8084,0,102.326736450195,9.61252309381962,9.14017528295517,27.13343501091,26.5332870483398,61.780517578125
1977,HI,12,918000,151,182,182,59,510,,0,137.838287353516,8.99400271475316,10.7286465913057,63.4813129901886,1.54484903812408,85.4660491943359
1977,ID,13,883000,181,198,198,52,769,526.125,0,106.749176025391,9.70954902470111,8.55391494929791,2.26952116936445,.306609094142914,54.0169525146484
1977,IL,14,11386000,6032,10220,10220,1261,10982,5723.875,0,138.052810668945,9.2410472780466,8.70474711060525,15.7835096120834,14.1113700866699,83.2292556762695
1977,IN,15,5426000,4021,7153,7153,397,4633,2482,0,118.201324462891,9.61819648742676,8.92363965511325,7.89761021733284,7.35303688049316,64.4179229736328
1977,IA,16,2914000,1180,3253,3253,63,2125,667.375,0,119.71947479248,9.56001736223697,8.66064526140691,1.99418291449547,1.35936498641968,58.1905784606934
1977,KS,17,2321000,1342,2258,2258,165,2249,1010.75,0,120.14852142334,9.22357842326164,9.39769156277177,6.55443519353867,5.15826559066772,66.475471496582
1977,KY,18,3574000,854,1467,1467,320,3661,2217,0,100.181518554688,9.70046058297157,8.9703557640314,7.52778798341751,7.10370445251465,51.286865234375
1977,LA,19,4014000,2272,2869,2869,633,5951,5082.875,0,100.924095153809,10.1310257613659,9.34944450855255,30.4909586906433,29.5503997802734,67.8504943847656
1977,ME,20,1104000,663,1144,1144,28,666,314.625,0,101.00659942627,9.33235481381416,8.33933249115941,.804849062114954,.277209937572479,48.437931060791
1977,MD,21,4170000,4012,5920,5920,323,8148,3453.625,0,134.966995239258,9.38655838370322,8.96245315670967,22.9684665799141,21.2463359832764,79.1887969970703
1977,MA,22,5738000,4259,10638,10638,174,2825,2293.125,0,125.742576599121,9.29746761918068,9.06739868223667,4.83775287866592,3.62463808059692,84.029541015625
1977,MI,23,9171000,4453,7720,7720,933,13824,5736.5,0,131.221130371094,9.76238295435905,9.0240266174078,13.4498536586761,12.4089775085449,71.6553649902344
1977,MN,24,3989000,2353,4692,4692,114,1755,1511.875,0,124.306930541992,9.69955310225487,8.87941807508468,2.63232067227364,1.18608629703522,66.7168807983398
1977,MS,25,2459000,2074,2699,2699,343,1760,2328.125,0,86.3366394042969,10.4361618310213,8.62555168569088,36.2688481807709,35.6710624694824,46.4816284179688
1977,MO,26,4863000,3484,3484,3484,477,5302,2862.625,0,115.247528076172,9.33161966502666,8.5497875511646,11.1839711666107,10.3957090377808,68.7134857177734
1977,MT,27,770000,490,658,658,53,621,329.375,0,109.191421508789,9.60840418934821,8.80471564829355,5.18981628119946,.264346033334732,53.0387344360352
1977,NE,28,1557000,689,689,689,60,1425,206.125,0,114.834983825684,9.46825779974461,8.86774554848668,4.1033536195755,2.94820809364319,62.4953994750977
1977,NV,29,678000,202,202,202,101,1187,892.375,0,140.808578491211,8.83658498525619,8.9760921895504,9.67630296945572,6.18029117584229,83.9956283569336
1977,NH,30,870000,783,948,948,16,239,365.375,0,113.41584777832,9.16126117110253,8.69523108005523,.903445295989513,.425968587398529,53.3926544189453
1977,NJ,31,7337000,6860,8822,8822,376,6017,3943.375,0,139.372940063477,8.89484830200671,7.82920859754088,13.5915160179138,12.0128889083862,88.9819869995117
1977,NM,32,1216000,312,1158,1158,137,1613,814.875,0,100.066009521484,10.0754211097956,9.19367447495461,11.4627972245216,1.87930274009705,71.4132995605469
1977,NY,33,17813000,30055,37337,37337,1916,19369,11743.875,0,134.290435791016,8.91357786953451,8.15744057297709,15.3196796774864,13.143500328064,84.8954544067383
1977,NC,34,5686000,4033,6625,6625,626,14189,2770.75,0,99.6699676513672,9.74338471889495,9.49909530580044,23.9669069647789,22.3414154052734,47.0791931152344
1977,ND,35,650000,615,860,860,6,216,611.25,0,105.759078979492,9.90272730588913,9.69995848834513,3.72211001813412,.418680012226105,47.3412475585938
1977,OH,36,10771000,6860,11108,11108,794,12846,5521.875,0,123.646865844727,9.33468580245972,8.766877502203,10.3754989802837,9.71244812011719,73.9234771728516
1977,OK,37,2870000,2066,2731,2731,256,3955,1767.75,0,108.547859191895,9.20785643160343,8.89256708323956,12.5863432884216,6.76021432876587,67.489501953125
1977,OR,38,2447000,1467,1510,1510,120,2935,1823.875,0,124.273933410645,8.84106338024142,8.53983514010905,3.76957952976227,1.35651779174805,67.6546325683594
1977,PA,39,11894000,11597,17856,17856,657,7559,6468.625,0,123.399345397949,9.11890603601933,8.32711204886434,9.45158824324608,8.76288604736328,69.9359512329102
1977,RI,40,950000,1353,1511,1511,41,686,,0,115.231025695801,9.5196808129549,9.11194927990437,4.0928490459919,2.8591673374176,86.9607620239258
1977,SC,41,2992000,3528,3528,3528,362,7306,2476.875,0,93.5478591918945,10.2822276204824,9.71826836466789,31.0445725917816,30.4134960174561,52.1347160339355
1977,SD,42,688000,625,983,983,24,565,279.875,0,104.603965759277,9.85554948449136,8.77462275326257,6.62160590291023,.292695015668869,45.8964691162109
1977,TN,43,4423000,3694,4489,4489,493,5501,4436.625,0,100.44554901123,9.37947697937488,8.78447368741035,16.3627937436104,15.814772605896,59.9091415405273
1977,TX,44,13193000,5714,8079,8079,1806,22517,10960.625,0,114.752479553223,9.48273181915283,9.41768594086168,13.7777596712112,12.1600532531738,79.6507110595703
1977,UT,45,1320000,337,337,337,53,889,656.75,1,104.752479553223,9.73191827535627,10.0915688276291,3.530003875494,.629511773586273,83.1836242675781
1977,VT,46,492000,387,448,448,16,416,,0,101.518157958984,9.75022904574871,9.04045715928077,.65835383720696,.204402029514313,33.3390769958496
1977,VA,47,5193000,6221,6221,6221,501,7659,4130,0,118.729377746582,9.39932420849799,9.63685512542725,20.1852783560753,18.76291847229,65.1311492919922
1977,WA,48,3776000,1172,1639,1639,171,4282,2431,0,128.828384399414,9.13881257176399,9.37999404966834,6.25346526503563,2.41982483863831,73.213508605957
1977,WV,49,1908000,2377,2521,2521,125,1250,1069.5,0,99.4719467163086,9.18891444802283,8.25817100703716,3.89029532670975,3.48585653305054,36.9877395629883
1977,WI,50,4627000,798,3775,3775,141,3347,1932.5,0,122.112213134766,9.81684029102325,8.90100903809072,4.64677326381207,3.591228723526,64.6963272094727
1977,WY,51,413000,276,541,541,17,400,256.125,0,134.603958129883,8.9618542790413,9.80864867568014,3.08916047215462,.717892825603485,62.098819732666
1978,AL,1,3832000,2145,4031,4031,502,5625,5049,0,99.095100402832,9.77362126111984,8.96144077181815,26.3002872467041,25.7061538696289,59.7169570922852
1978,AK,2,405000,88,143,143,60,712,44,0,191.733139038086,8.92097413539886,11.5001483261585,22.0114573836327,3.38012886047363,61.1792488098145
1978,AZ,3,2515000,561,713,713,264,3456,2501,0,115.582824707031,9.30624544620513,9.29400727152823,9.83738601207733,2.8046886920929,82.9547882080078
1978,AR,4,2243000,227,276,276,209,2654,1334,0,99.1717834472656,9.44538414478302,8.11373680830001,17.5383076071739,16.7493095397949,51.2896347045898
